Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,France,Germany,Spain,CreditLevel
0.8,0.0,0.3333333333333333,1.0,1.0,0.6673158158896046,0.0,1,0,0,8
0.9,0.0,0.3333333333333333,0.0,0.0,0.49966433145648337,0.0,0,0,1,7
0.1,0.0,0.3333333333333333,1.0,0.0,0.1003690953692744,0.0,1,0,0,7
0.2,0.39881594953552657,0.3333333333333333,1.0,0.0,0.5460607556062947,0.0,0,1,0,7
0.9,0.7318256587764379,0.3333333333333333,0.0,0.0,0.24866757791941113,0.0,1,0,0,8
0.4,0.0,0.3333333333333333,0.0,0.0,0.047657581678178684,0.0,0,0,1,4
0.6,0.15281112741830755,0.0,1.0,0.0,0.163014237507299,1.0,1,0,0,6
0.3,0.39835269371719806,0.3333333333333333,1.0,0.0,0.35591132709299234,0.0,0,0,1,10
0.4,0.6071849729904281,0.0,1.0,0.0,0.04616042595898082,0.0,1,0,0,7
0.6,0.3976149838366645,0.0,1.0,1.0,0.06791356795057552,0.0,1,0,0,4
0.8,0.4321789775282865,0.3333333333333333,1.0,1.0,0.07428251849027571,0.0,0,1,0,4
1.0,0.4274199536552869,0.3333333333333333,1.0,0.0,0.18510129768498726,0.0,1,0,0,5
0.1,0.0,0.3333333333333333,1.0,1.0,0.01568630314310182,0.0,1,0,0,7
0.3,0.46015117133813177,0.3333333333333333,0.0,0.0,0.33618239844576264,0.0,1,0,0,4
0.9,0.0,0.0,1.0,1.0,0.6202970146503916,0.0,0,0,1,9
0.2,0.4679961892097306,0.0,1.0,1.0,0.470807388868807,0.0,1,0,0,5
0.6,0.5388793912301205,0.3333333333333333,1.0,1.0,0.6099060428139426,0.0,1,0,0,7
0.9,0.698702249985243,0.0,1.0,0.0,0.32751162787441196,1.0,1,0,0,3
0.7,0.41046111590566514,0.0,1.0,0.0,0.8589704017560386,0.0,1,0,0,4
0.6,0.0,0.3333333333333333,0.0,1.0,0.5499948589501976,0.0,1,0,0,4
0.3,0.527515733579319,0.0,1.0,0.0,0.40162561194996016,0.0,1,0,0,8
0.9,0.678477026269909,0.3333333333333333,0.0,0.0,0.7424815647355191,1.0,1,0,0,5
0.6,0.0,0.3333333333333333,1.0,0.0,0.49313674852404854,0.0,0,0,1,7
0.7,0.0,0.3333333333333333,1.0,1.0,0.6079080848309224,0.0,1,0,0,5
0.1,0.0,0.3333333333333333,0.0,1.0,0.7843932731063684,0.0,1,0,0,7
0.1,0.3365513862620477,0.3333333333333333,1.0,1.0,0.30243375697317393,0.0,0,1,0,7
0.6,0.049658369260602984,0.0,0.0,0.0,0.7840389007435319,1.0,0,0,1,6
0.5,0.5454642560252252,0.3333333333333333,1.0,0.0,0.8554693868487945,0.0,0,1,0,4
1.0,0.0,0.0,1.0,1.0,0.1564726017052682,0.0,1,0,0,5
0.3,0.0,0.0,1.0,1.0,0.32506217769668566,0.0,0,0,1,6
0.9,0.0,0.3333333333333333,1.0,0.0,0.5189844766301278,0.0,1,0,0,5
0.1,0.5551672792726322,0.0,1.0,0.0,0.9144059216892091,1.0,1,0,0,8
0.8,0.42867337092920876,0.0,1.0,0.0,0.5876791540832638,0.0,0,0,1,6
0.6,0.4346489445176725,0.3333333333333333,1.0,1.0,0.09720659958763579,1.0,0,1,0,7
0.9,0.4199158710215769,0.3333333333333333,1.0,1.0,0.6525221950322255,0.0,0,1,0,9
0.4,0.5675336547998432,0.0,1.0,1.0,0.056336003811978404,0.0,0,1,0,6
0.1,0.0,0.3333333333333333,1.0,1.0,0.4370339923412361,0.0,1,0,0,7
0.1,0.5144261560540377,0.3333333333333333,1.0,1.0,0.9396595784859268,0.0,1,0,0,8
0.2,0.0,0.3333333333333333,1.0,0.0,0.4470460868109267,0.0,1,0,0,5
0.3,0.34317626730438644,0.0,1.0,0.0,0.9008004434505527,1.0,1,0,0,8
0.5,0.31982056937938425,0.3333333333333333,0.0,0.0,0.2839049233853553,0.0,0,1,0,7
0.6,0.5415405912416472,0.0,1.0,1.0,0.436128207379947,0.0,1,0,0,7
0.7,0.36493135519684505,0.3333333333333333,0.0,0.0,0.052659753121587424,0.0,0,1,0,10
0.5,0.0,0.0,1.0,0.0,0.38840711273241996,1.0,1,0,0,6
0.3,0.47714293082103576,0.3333333333333333,0.0,1.0,0.7507723077052335,0.0,0,1,0,8
0.4,0.5207770214591909,0.0,1.0,1.0,0.5096409686858057,0.0,1,0,0,7
0.8,0.0,0.3333333333333333,1.0,0.0,0.8358895886540031,0.0,0,0,1,9
0.4,0.0,0.3333333333333333,0.0,1.0,0.21018336944404045,0.0,1,0,0,8
0.5,0.6066721352880765,0.3333333333333333,0.0,0.0,0.6011605569857364,0.0,0,0,1,5
0.6,0.0,0.3333333333333333,0.0,0.0,0.1826640499990098,0.0,1,0,0,5
0.7,0.5643915423987484,0.0,1.0,0.0,0.15187111208108695,0.0,0,0,1,5
0.0,0.48111856889783416,0.0,0.0,0.0,0.13669591330549696,1.0,0,1,0,7
0.7,0.5549911519852543,0.3333333333333333,1.0,0.0,0.5340486027246764,0.0,0,1,0,3
0.9,0.24742400390533065,0.3333333333333333,1.0,0.0,0.6453272258195123,0.0,0,1,0,7
0.7,0.0,0.3333333333333333,1.0,1.0,0.1733064391748795,0.0,1,0,0,6
0.6,0.5873300988461092,0.0,1.0,1.0,0.12652203579971028,0.0,1,0,0,5
0.2,0.0,0.0,0.0,0.0,0.9890932228361031,1.0,0,0,1,4
0.8,0.5069999536465184,1.0,1.0,0.0,0.46941230399247524,1.0,0,1,0,6
0.6,0.35791209092105886,0.3333333333333333,0.0,1.0,0.06887501427791555,1.0,1,0,0,6
0.5,0.0,0.3333333333333333,0.0,0.0,0.5265284671129845,0.0,1,0,0,6
0.9,0.5750225918419706,0.3333333333333333,1.0,0.0,0.8830255638201322,0.0,0,1,0,6
0.6,0.4720966588466257,0.3333333333333333,1.0,0.0,0.2658564878948281,0.0,0,1,0,7
0.1,0.5266853565923918,0.0,1.0,0.0,0.7905351772832012,0.0,1,0,0,5
0.5,0.0,0.0,0.0,0.0,0.7439394124280178,0.0,1,0,0,6
0.3,0.0,0.0,1.0,0.0,0.21084080369211392,1.0,1,0,0,6
0.6,0.623965013045735,0.0,0.0,1.0,0.02200044249035653,0.0,1,0,0,7
0.9,0.4971098823430661,0.0,1.0,0.0,0.36822659187005985,0.0,0,1,0,7
0.3,0.34643890672902294,0.0,1.0,1.0,0.7503371688498792,0.0,0,1,0,6
0.8,0.0,0.0,1.0,1.0,0.7084734202724197,0.0,0,0,1,5
0.3,0.0,0.3333333333333333,1.0,1.0,0.01941776510763498,0.0,1,0,0,4
1.0,0.0,0.3333333333333333,1.0,1.0,0.01893491650995133,0.0,1,0,0,9
0.7,0.541444815303297,0.0,1.0,0.0,0.7244940916935239,0.0,1,0,0,6
0.5,0.42633716342758926,0.0,0.0,0.0,0.12244225270800296,0.0,1,0,0,6
0.4,0.505673837533,0.0,1.0,0.0,0.9864764384887393,0.0,1,0,0,10
0.8,0.40966896160907407,0.0,1.0,1.0,0.35163230331633716,0.0,0,1,0,4
0.6,0.5286169376578356,0.0,0.0,0.0,0.1940450740041116,0.0,0,0,1,7
0.9,0.4059869885816987,0.3333333333333333,0.0,0.0,0.9351928663833154,0.0,0,1,0,8
0.0,0.4875508617861539,0.0,0.0,0.0,0.17353923671213659,1.0,0,1,0,9
0.5,0.44768953801122996,0.3333333333333333,1.0,1.0,0.08992761321861924,0.0,1,0,0,5
0.7,0.41874268552622307,0.6666666666666666,1.0,0.0,0.5391287400887261,1.0,1,0,0,7
0.9,0.40867417523983546,0.0,1.0,1.0,0.9478516012969849,0.0,1,0,0,6
0.4,0.7051210314115982,0.0,1.0,0.0,0.40296073458200166,0.0,1,0,0,3
0.8,0.5181058173858557,0.3333333333333333,0.0,1.0,0.23019450571806763,0.0,1,0,0,5
0.9,0.4329745196545737,0.0,1.0,1.0,0.8975551807679129,1.0,0,0,1,6
0.4,0.5026566762624618,0.0,1.0,0.0,0.5050377287042014,0.0,1,0,0,6
0.0,0.0,0.0,1.0,1.0,0.4025078421013571,1.0,1,0,0,7
0.4,0.49110640898063435,0.3333333333333333,0.0,1.0,0.7210048291861199,0.0,1,0,0,8
0.3,0.5115451058236434,0.3333333333333333,1.0,0.0,0.3161008978033314,0.0,1,0,0,9
0.5,0.2923440349824903,0.0,1.0,0.0,0.7859365382411089,1.0,1,0,0,6
0.9,0.0,0.3333333333333333,1.0,1.0,0.9976127125158958,0.0,1,0,0,6
0.2,0.6130155873247182,0.0,1.0,1.0,0.4360978011709991,0.0,0,0,1,8
0.9,0.376664286284523,0.0,0.0,1.0,0.025341774790412202,0.0,0,1,0,8
0.6,0.5773473205794433,0.0,0.0,0.0,0.9829194121439598,0.0,0,0,1,5
0.8,0.0,0.3333333333333333,1.0,0.0,0.35571373674504336,0.0,0,0,1,3
0.8,0.5121047752894412,0.0,1.0,0.0,0.8962607164382967,0.0,0,0,1,4
0.9,0.0,0.3333333333333333,1.0,1.0,0.143543111503369,0.0,0,0,1,7
0.1,0.4063830856584042,0.0,1.0,1.0,0.6178046557106961,0.0,1,0,0,8
0.5,0.0,0.3333333333333333,1.0,0.0,0.33232391054253274,0.0,0,0,1,5
0.5,0.0,0.3333333333333333,1.0,1.0,0.764994011777205,0.0,0,0,1,7
0.8,0.6716765759356718,0.0,1.0,1.0,0.7566474074005912,0.0,0,0,1,5
0.6,0.4157295099376803,0.0,0.0,1.0,0.8788726157881439,0.0,1,0,0,5
0.3,0.6636207154865149,0.3333333333333333,1.0,0.0,0.4692161139304646,0.0,1,0,0,5
0.8,0.4496175319628778,0.0,0.0,1.0,0.08920181501062516,0.0,1,0,0,8
0.3,0.0,0.0,1.0,0.0,0.19136537680994456,1.0,0,0,1,6
0.3,0.8829592923565102,0.0,1.0,0.0,0.8594530003026618,0.0,0,0,1,3
0.6,0.30477378285342865,0.0,1.0,1.0,0.8676778798230599,0.0,1,0,0,8
0.8,0.6009495727926825,0.0,1.0,0.0,0.5737223541047082,0.0,0,1,0,7
0.7,0.5641155737773851,0.0,1.0,0.0,0.2529695063732014,1.0,0,1,0,6
0.5,0.4209008127562869,0.3333333333333333,1.0,1.0,0.7869072864678968,0.0,0,0,1,6
0.6,0.0,0.3333333333333333,1.0,0.0,0.07878868865022237,0.0,1,0,0,8
0.5,0.390016400682843,0.3333333333333333,1.0,0.0,0.4677195083235997,0.0,0,0,1,6
0.1,0.0,0.6666666666666666,1.0,1.0,0.9593837561630085,1.0,1,0,0,7
0.7,0.6322130232238915,0.0,1.0,0.0,0.6045303450964687,1.0,1,0,0,4
0.9,0.4675271142956888,0.0,0.0,0.0,0.910257724627369,0.0,1,0,0,4
0.3,0.0,0.0,1.0,0.0,0.45525741356384974,0.0,0,0,1,9
0.6,0.4956130993265035,0.3333333333333333,0.0,1.0,0.8850445260922281,0.0,1,0,0,8
0.3,0.409051061329323,0.3333333333333333,1.0,1.0,0.6372395743210764,0.0,0,1,0,7
0.0,0.0,0.3333333333333333,0.0,0.0,0.9485542947869956,0.0,0,0,1,5
0.3,0.0,0.0,1.0,0.0,0.172689413178171,0.0,0,0,1,8
1.0,0.7643567553662923,0.0,1.0,0.0,0.898414706283023,0.0,1,0,0,8
0.0,0.0,0.3333333333333333,1.0,0.0,0.2340487427532702,0.0,1,0,0,7
0.4,0.5299149148564662,0.0,1.0,1.0,0.7336672648554836,0.0,1,0,0,6
0.7,0.6400967819244857,0.3333333333333333,1.0,1.0,0.14192868183683108,0.0,0,0,1,6
0.7,0.0,0.0,0.0,1.0,0.6251209496979283,0.0,0,0,1,4
0.7,0.6751729357525201,0.0,1.0,0.0,0.3096864379706336,0.0,0,0,1,5
0.8,0.7098970741467183,0.0,0.0,0.0,0.29360020316148555,1.0,1,0,0,7
1.0,0.3009159615364151,0.0,1.0,0.0,0.11088544280742126,0.0,1,0,0,9
0.6,0.5992830395799347,0.0,1.0,0.0,0.31227591674219873,1.0,0,1,0,9
0.3,0.5232527278306502,0.0,0.0,0.0,0.6525786065514577,0.0,1,0,0,6
0.7,0.40029718839230705,0.0,1.0,1.0,0.19882565019777035,0.0,0,0,1,6
0.0,0.0,0.0,1.0,0.0,0.1629226187987587,0.0,1,0,0,6
0.2,0.0,0.3333333333333333,0.0,0.0,0.21380135823735208,1.0,1,0,0,4
0.6,0.36842392861579776,0.0,1.0,0.0,0.6302402950682529,0.0,1,0,0,5
0.4,0.3260118082206206,0.3333333333333333,1.0,0.0,0.4505688061502159,0.0,0,1,0,10
0.2,0.0,0.3333333333333333,1.0,1.0,0.7427349664801552,0.0,1,0,0,4
0.9,0.0,0.3333333333333333,0.0,0.0,0.11351888055540942,0.0,1,0,0,9
0.1,0.3777354781776139,0.0,1.0,0.0,0.5714569415074559,0.0,1,0,0,8
1.0,0.0,0.3333333333333333,0.0,0.0,0.8609974156722803,0.0,1,0,0,3
0.4,0.6870590365992821,0.0,1.0,1.0,0.43243185258429767,0.0,1,0,0,8
0.8,0.0,0.3333333333333333,1.0,1.0,0.2779678610372238,0.0,1,0,0,10
0.1,0.0,0.0,1.0,0.0,0.1065246523340066,1.0,1,0,0,4
0.4,0.0,0.3333333333333333,1.0,0.0,0.47426619515705104,0.0,1,0,0,10
0.3,0.5756439198082377,0.3333333333333333,1.0,0.0,0.5692842978536217,0.0,1,0,0,7
0.6,0.0,0.3333333333333333,1.0,1.0,0.011857571316062741,0.0,1,0,0,6
0.5,0.0,0.3333333333333333,1.0,1.0,0.33748216385785973,0.0,1,0,0,10
0.8,0.5272763535186736,0.0,1.0,0.0,0.32842381414284794,0.0,1,0,0,6
0.9,0.0,0.3333333333333333,1.0,1.0,0.5502738659234215,0.0,0,0,1,7
0.5,0.0,0.3333333333333333,1.0,0.0,0.8051179550864287,0.0,0,0,1,4
0.5,0.36031669272571987,0.0,1.0,1.0,0.01643870678392528,0.0,0,1,0,6
0.5,0.0,0.3333333333333333,1.0,0.0,0.42438871017461766,0.0,1,0,0,5
0.5,0.0,0.3333333333333333,1.0,0.0,0.9114162612005371,0.0,1,0,0,9
0.0,0.5366489238718398,0.0,1.0,1.0,0.3519214123524024,0.0,0,1,0,5
0.2,0.3945278339902867,0.0,1.0,1.0,0.27933604041945365,0.0,0,1,0,5
1.0,0.5353577223326013,0.3333333333333333,1.0,0.0,0.7538827928663033,0.0,1,0,0,3
0.3,0.41251445955606914,0.3333333333333333,0.0,0.0,0.19074700053750976,0.0,0,1,0,8
0.1,0.570449260893138,0.3333333333333333,1.0,0.0,0.40864454521613314,0.0,0,1,0,6
0.2,0.0,0.3333333333333333,1.0,1.0,0.6883406591626011,0.0,1,0,0,4
0.8,0.40651214204141606,0.0,0.0,1.0,0.4739094723142465,0.0,0,0,1,5
0.1,0.4982649329853408,0.0,1.0,1.0,0.9384241762167835,0.0,0,1,0,9
0.9,0.6795262570552052,0.0,1.0,0.0,0.17791878101508327,1.0,0,0,1,6
0.5,0.0,0.3333333333333333,1.0,0.0,0.8996693624838192,0.0,1,0,0,8
0.4,0.0,0.0,0.0,1.0,0.5398306834255555,0.0,0,0,1,7
0.4,0.0,0.0,1.0,0.0,0.04403294152665975,0.0,1,0,0,7
0.7,0.0,0.3333333333333333,1.0,1.0,0.8185666513101977,0.0,1,0,0,2
0.7,0.4294533688957138,0.0,1.0,1.0,0.01963295905023806,0.0,1,0,0,3
0.3,0.3655332330349745,0.0,1.0,1.0,0.4770066547589017,0.0,1,0,0,7
0.2,0.0,0.3333333333333333,1.0,1.0,0.21989905338670157,0.0,0,0,1,8
1.0,0.48703834293836196,0.3333333333333333,1.0,1.0,0.9106265999517101,0.0,0,1,0,6
0.2,0.485074716989675,0.3333333333333333,1.0,0.0,0.2777803227419039,0.0,0,1,0,6
0.6,0.4679682894357626,0.0,0.0,0.0,0.15166777055874808,0.0,0,1,0,6
0.2,0.0,0.3333333333333333,1.0,0.0,0.27243488120274156,0.0,1,0,0,2
1.0,0.0,0.0,0.0,1.0,0.23863747977336972,0.0,0,0,1,10
0.6,0.45389875227826565,0.0,1.0,0.0,0.9792111049076222,1.0,0,1,0,6
1.0,0.4530022926838542,0.3333333333333333,0.0,1.0,0.6998184029178759,1.0,0,1,0,9
0.7,0.0,0.3333333333333333,1.0,1.0,0.3327529481520126,0.0,1,0,0,7
1.0,0.4072785886891367,0.3333333333333333,1.0,0.0,0.11612546281950774,0.0,0,1,0,8
0.8,0.4755546365458581,0.0,1.0,0.0,0.7524374977370379,0.0,1,0,0,6
0.0,0.0,0.3333333333333333,0.0,1.0,0.36466636487170684,0.0,1,0,0,7
0.4,0.0,0.3333333333333333,1.0,1.0,0.3034459636657805,0.0,0,0,1,4
0.8,0.5276561092991979,0.3333333333333333,1.0,1.0,0.8519166113720421,0.0,1,0,0,4
0.8,0.488527792300053,0.0,0.0,0.0,0.995174714676737,0.0,0,0,1,7
0.9,0.49713515156691707,0.0,1.0,1.0,0.2599926905074016,0.0,0,1,0,7
0.8,0.0,0.0,1.0,1.0,0.8167671338487319,0.0,1,0,0,8
0.2,0.0,0.3333333333333333,0.0,1.0,0.30308313957710165,0.0,1,0,0,10
0.2,0.0,0.3333333333333333,0.0,1.0,0.33398920059476145,0.0,1,0,0,7
0.7,0.0,0.3333333333333333,1.0,1.0,0.8118431283668125,0.0,1,0,0,5
0.9,0.0,0.0,1.0,1.0,0.5317539841635662,1.0,1,0,0,5
0.5,0.5101586464847142,0.0,1.0,0.0,0.8270042742728065,1.0,0,1,0,5
0.9,0.4010712078358189,0.3333333333333333,1.0,1.0,0.9514552871696401,0.0,0,0,1,7
0.8,0.36856438404931663,0.3333333333333333,0.0,1.0,0.6322442542767233,0.0,1,0,0,5
0.6,0.0,0.0,1.0,0.0,0.12741026717655746,1.0,0,0,1,7
0.1,0.4966930198631644,0.3333333333333333,0.0,1.0,0.8184470268828895,0.0,1,0,0,7
1.0,0.5037281072964724,0.0,1.0,1.0,0.9907912195670355,0.0,0,1,0,7
0.7,0.5369299543093373,0.3333333333333333,0.0,1.0,0.9522355965088072,0.0,0,0,1,7
0.6,0.2415458802416551,0.0,1.0,1.0,0.8903537602378406,0.0,0,0,1,9
0.8,0.5112196350318968,0.0,1.0,0.0,0.3089689914680578,1.0,0,1,0,6
1.0,0.0,0.3333333333333333,1.0,1.0,0.7846330720733173,0.0,1,0,0,9
0.5,0.0,0.3333333333333333,1.0,0.0,0.04776050269465024,0.0,0,0,1,7
0.7,0.0,0.3333333333333333,1.0,0.0,0.11615206825233712,0.0,0,0,1,10
0.2,0.0,0.3333333333333333,1.0,0.0,0.49801019368154975,0.0,1,0,0,8
0.3,0.4193204499882801,0.3333333333333333,1.0,1.0,0.8179009153669179,0.0,0,1,0,7
0.6,0.4712499007066973,0.3333333333333333,0.0,0.0,0.7857887080541848,0.0,0,1,0,8
0.3,0.42266531403248225,0.3333333333333333,1.0,1.0,0.08965040661303036,0.0,1,0,0,9
0.5,0.49887880772627646,0.0,1.0,0.0,0.9956680154087465,0.0,1,0,0,6
0.2,0.460844759718976,0.0,1.0,0.0,0.9294079351003475,0.0,1,0,0,5
0.5,0.0,0.0,0.0,1.0,0.5362681559574465,1.0,1,0,0,7
0.2,0.0,0.0,1.0,1.0,0.8326795831708835,1.0,1,0,0,8
0.4,0.0,0.3333333333333333,1.0,0.0,0.6540214011701189,0.0,1,0,0,7
0.2,0.5705339167787208,0.3333333333333333,1.0,0.0,0.21804692518212215,0.0,0,0,1,6
0.8,0.056846985164374905,0.3333333333333333,1.0,0.0,0.2734437372111385,0.0,0,0,1,7
0.2,0.44004894576917664,0.3333333333333333,0.0,0.0,0.07912040638698423,1.0,0,1,0,7
0.7,0.0,0.3333333333333333,1.0,0.0,0.4476372575279872,0.0,0,0,1,8
0.2,0.4934393083661976,0.3333333333333333,1.0,1.0,0.7793346901437274,0.0,0,1,0,4
0.4,0.38331567211213124,0.3333333333333333,1.0,1.0,0.5819524846973751,0.0,1,0,0,5
0.5,0.0,0.0,1.0,0.0,0.674529588942062,1.0,1,0,0,8
0.7,0.0,0.3333333333333333,0.0,0.0,0.8788411593647424,0.0,1,0,0,3
0.1,0.6849329941092817,0.0,0.0,0.0,0.08474665526700552,0.0,0,0,1,7
0.7,0.44399289767411143,0.0,0.0,1.0,0.9554872604985939,0.0,0,1,0,5
0.8,0.0,0.0,1.0,0.0,0.7963761700139169,0.0,1,0,0,4
0.1,0.6526985518303468,0.0,0.0,0.0,0.7870085071371575,1.0,0,0,1,8
0.6,0.27128863356432886,0.0,0.0,0.0,0.6939688084306816,1.0,1,0,0,7
0.6,0.6326057324709009,0.0,1.0,1.0,0.5931002110630991,0.0,0,0,1,7
0.2,0.3651749202235856,0.0,1.0,1.0,0.35571128624465115,0.0,1,0,0,8
0.7,0.0,0.3333333333333333,1.0,0.0,0.7679337620742156,0.0,1,0,0,6
0.1,0.6315582553856828,0.0,1.0,1.0,0.9851478671944812,1.0,0,1,0,9
0.5,0.0,0.3333333333333333,1.0,1.0,0.8753392942838928,0.0,0,0,1,9
0.1,0.5387824594439917,0.0,1.0,0.0,0.8034580161268932,0.0,1,0,0,7
0.3,0.0,0.0,1.0,0.0,0.5420986465436242,1.0,1,0,0,3
0.2,0.3476024867307679,0.0,1.0,1.0,0.004917404133924147,0.0,0,1,0,4
0.6,0.0,0.0,1.0,1.0,0.6887799988757706,0.0,1,0,0,7
